GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,CFID,CFPARAMS,PLAYER_NAME
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jerome Robinson
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Justin Robinson
Last 1 MIN <= 5 PTS,2020-21,6,1,5,0.167,3.638333333333333,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,2,-3,2.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Mitchell Robinson
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glenn Robinson III
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isaiah Roby
Last 1 MIN <= 5 PTS,2020-21,1,0,1,0.0,0.013333333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Rajon Rondo
Last 1 MIN <= 5 PTS,2020-21,4,0,4,0.0,2.57,0,1,0.0,0,0,0.0,1,2,0.5,0,0,0,0,1,0,0,1,0,0,1,0,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Derrick Rose
Last 1 MIN <= 5 PTS,2020-21,6,1,5,0.167,2.986666666666667,2,2,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,5,-2,5.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Terrence Ross
Last 1 MIN <= 5 PTS,2020-21,5,1,4,0.2,2.7816666666666667,1,3,0.333,1,3,0.333,0,0,0.0,0,0,0,0,0,0,0,0,4,0,3,1,3.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Terry Rozier
Last 1 MIN <= 5 PTS,2020-21,6,1,5,0.167,5.156666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,4,2.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Ricky Rubio
Last 1 MIN <= 5 PTS,2020-21,4,1,3,0.25,3.715,2,4,0.5,2,3,0.667,0,0,0.0,0,0,0,1,0,0,0,0,0,2,6,5,7.5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,D'Angelo Russell
Last 1 MIN <= 5 PTS,2020-21,8,2,6,0.25,8.083333333333334,3,5,0.6,0,0,0.0,1,2,0.5,1,1,2,0,1,1,0,2,1,1,7,-13,11.4,7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Domantas Sabonis
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luka Samanic
Last 1 MIN <= 5 PTS,2020-21,1,1,0,1.0,0.365,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,JaKarr Sampson
Last 1 MIN <= 5 PTS,2020-21,1,0,1,0.0,0.7066666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-5,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Dario Saric
Last 1 MIN <= 5 PTS,2020-21,1,0,1,0.0,0.23666666666666666,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Tomas Satoransky
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Admiral Schofield
Last 1 MIN <= 5 PTS,2020-21,5,3,2,0.6,4.226666666666667,1,1,1.0,0,0,0.0,1,2,0.5,0,1,1,1,0,0,0,0,0,2,3,11,5.7,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Dennis Schroder
Last 1 MIN <= 5 PTS,2020-21,1,1,0,1.0,1.505,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,7,1.5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Mike Scott
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thabo Sefolosha
Last 1 MIN <= 5 PTS,2020-21,5,3,2,0.6,5.963333333333333,5,7,0.714,2,2,1.0,0,0,0.0,2,0,2,1,2,2,0,1,3,1,12,4,19.9,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Collin Sexton
Last 1 MIN <= 5 PTS,2020-21,3,0,3,0.0,0.99,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-9,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Landry Shamet
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marial Shayok
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iman Shumpert
Last 1 MIN <= 5 PTS,2020-21,7,1,6,0.143,3.716666666666667,2,4,0.5,0,0,0.0,1,2,0.5,0,0,0,2,0,0,0,0,1,1,5,-5,8.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Pascal Siakam
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Silva
Last 1 MIN <= 5 PTS,2020-21,2,1,1,0.5,1.1366666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,0,1,0,0,1,0.2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Ben Simmons
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kobi Simmons
Last 1 MIN <= 5 PTS,2020-21,3,1,2,0.333,2.2533333333333334,1,2,0.5,1,2,0.5,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,-1,3.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Anfernee Simons
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alen Smailagic
Last 1 MIN <= 5 PTS,2020-21,7,3,4,0.429,5.221666666666667,1,5,0.2,0,2,0.0,0,0,0.0,1,0,1,1,0,0,0,0,1,0,2,4,4.7,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Marcus Smart
Last 1 MIN <= 5 PTS,2020-21,3,1,2,0.333,2.4133333333333336,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,4,1.2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Ish Smith
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zhaire Smith
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dennis Smith Jr.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tony Snell
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ray Spalding
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Omari Spellman
Last 1 MIN <= 5 PTS,2020-21,1,1,0,1.0,0.3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Max Strus
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edmond Sumner
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caleb Swanigan
Last 1 MIN <= 5 PTS,2020-21,10,4,6,0.4,7.8116666666666665,4,10,0.4,1,6,0.167,3,3,1.0,0,4,4,1,1,1,0,0,0,2,12,3,20.3,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Jayson Tatum
Last 1 MIN <= 5 PTS,2020-21,4,1,3,0.25,3.2383333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,3,3.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Jeff Teague
Last 1 MIN <= 5 PTS,2020-21,8,1,7,0.125,5.6466666666666665,2,5,0.4,1,3,0.333,0,0,0.0,1,1,2,2,0,1,0,0,5,0,5,-5,13.4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Garrett Temple
Last 1 MIN <= 5 PTS,2020-21,9,3,6,0.333,6.725,1,3,0.333,0,1,0.0,0,0,0.0,2,1,3,0,0,0,0,0,2,0,2,0,5.6,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Daniel Theis
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isaiah Thomas
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khyri Thomas
Last 1 MIN <= 5 PTS,2020-21,1,0,1,0.0,0.175,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Matt Thomas
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klay Thompson
Last 1 MIN <= 5 PTS,2020-21,5,2,3,0.4,0.595,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,-4,0.0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Tristan Thompson
Last 1 MIN <= 5 PTS,2020-21,1,1,0,1.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Matisse Thybulle
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anthony Tolliver
Last 1 MIN <= 5 PTS,2020-21,1,0,1,0.0,1.6233333333333333,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,3,3,4.2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Karl-Anthony Towns
Last 1 MIN <= 5 PTS,2020-21,5,2,3,0.4,3.72,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,1,0,0,0,0,0,5,4.2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Gary Trent Jr.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allonzo Trier
Last 1 MIN <= 5 PTS,2020-21,4,0,4,0.0,4.1433333333333335,0,1,0.0,0,1,0.0,2,2,1.0,0,1,1,0,0,0,0,0,1,1,2,-2,3.2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,P.J. Tucker
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayjon Tucker
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evan Turner
Last 1 MIN <= 5 PTS,2020-21,8,2,6,0.25,6.523333333333333,2,4,0.5,2,3,0.667,0,0,0.0,0,1,1,0,0,0,0,0,3,0,6,-10,7.2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Myles Turner
Last 1 MIN <= 5 PTS,2020-21,3,1,2,0.333,2.9816666666666665,0,0,0.0,0,0,0.0,2,2,1.0,0,1,1,0,0,0,1,0,0,1,2,4,6.2,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Jonas Valanciunas
Last 1 MIN <= 5 PTS,2020-21,4,0,4,0.0,0.925,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,-1,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Denzel Valentine
Last 1 MIN <= 5 PTS,2020-21,9,2,7,0.222,5.318333333333333,2,6,0.333,1,4,0.25,0,0,0.0,0,0,0,1,0,0,0,0,0,0,5,-9,6.5,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Fred VanVleet
Last 1 MIN <= 5 PTS,2020-21,4,0,4,0.0,0.93,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,-3,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Jarred Vanderbilt
Last 1 MIN <= 5 PTS,2020-21,1,0,1,0.0,0.65,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Gabe Vincent
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noah Vonleh
Last 1 MIN <= 5 PTS,2020-21,7,2,5,0.286,4.15,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,2,0,0,0,0,2,0,2,-1,6.2,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Nikola Vucevic
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dean Wade
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moritz Wagner
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dion Waiters
Last 1 MIN <= 5 PTS,2020-21,5,1,4,0.2,3.191666666666667,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,1,1,0,1,0,0,0,2,-3,6.7,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Kemba Walker
Last 1 MIN <= 5 PTS,2020-21,1,0,1,0.0,1.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,1,2.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Lonnie Walker IV
Last 1 MIN <= 5 PTS,2020-21,2,0,2,0.0,1.635,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,0,1,0,0,0,0,0,2,-2,2.2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,John Wall
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tyrone Wallace
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Derrick Walton Jr.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brad Wanamaker
Last 1 MIN <= 5 PTS,2020-21,1,1,0,1.0,0.056666666666666664,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,T.J. Warren
Last 1 MIN <= 5 PTS,2020-21,4,1,3,0.25,2.683333333333333,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,2,0,0,1,0,0,0,0,4,6.0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,P.J. Washington
Last 1 MIN <= 5 PTS,2020-21,1,0,1,0.0,1.1333333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,-1,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Yuta Watanabe
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tremont Waters
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Watson
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quinndary Weatherspoon
Last 1 MIN <= 5 PTS,2020-21,5,2,3,0.4,3.6983333333333333,2,4,0.5,1,2,0.5,3,4,0.75,0,1,1,0,0,1,0,1,3,2,8,-3,12.2,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Russell Westbrook
Last 1 MIN <= 5 PTS,2020-21,10,1,9,0.1,8.206666666666667,3,5,0.6,1,3,0.333,0,0,0.0,1,1,2,1,0,0,0,0,2,1,7,-4,10.9,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Coby White
Last 1 MIN <= 5 PTS,2020-21,1,0,1,0.0,1.095,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-6,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Derrick White
Last 1 MIN <= 5 PTS,2020-21,2,1,1,0.5,1.64,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,6,1.2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Hassan Whiteside
Last 1 MIN <= 5 PTS,2020-21,5,2,3,0.4,4.958333333333333,0,3,0.0,0,0,0.0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,-1,2.4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Andrew Wiggins
Last 1 MIN <= 5 PTS,2020-21,6,1,5,0.167,1.7366666666666666,0,1,0.0,0,0,0.0,0,2,0.0,2,0,2,0,0,0,0,0,2,1,0,-6,2.4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Grant Williams
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnathan Williams
Last 1 MIN <= 5 PTS,2020-21,2,1,1,0.5,2.35,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,1,2,5,3.2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Kenrich Williams
Last 1 MIN <= 5 PTS,2020-21,3,0,3,0.0,3.316666666666667,3,5,0.6,2,4,0.5,0,0,0.0,0,0,0,0,0,0,0,0,1,0,8,1,8.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Lou Williams
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marvin Williams
Last 1 MIN <= 5 PTS,2020-21,1,0,1,0.0,0.8316666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,1,0,0,1,0,0,3,4.2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Robert Williams III
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigel Williams-Goss
Last 1 MIN <= 5 PTS,2020-21,3,1,2,0.333,2.3233333333333333,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,2,5,3.5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Zion Williamson
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D.J. Wilson
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dylan Windler
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Justise Winslow
Last 1 MIN <= 5 PTS,2020-21,3,0,3,0.0,3.055,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,-3,1.2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Christian Wood
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenny Wooten
Last 1 MIN <= 5 PTS,2020-21,6,1,5,0.167,6.946666666666666,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,2,-1,2.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Delon Wright
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Justin Wright-Foreman
Last 1 MIN <= 5 PTS,2020-21,7,1,6,0.143,5.71,1,2,0.5,0,0,0.0,0,0,0.0,1,0,1,1,1,3,0,0,2,0,2,1,12.7,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Thaddeus Young
Last 1 MIN <= 5 PTS,2020-21,9,1,8,0.111,8.123333333333333,4,6,0.667,0,2,0.0,4,6,0.667,0,2,2,3,1,0,0,0,4,4,12,-12,17.9,7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Trae Young
Last 1 MIN <= 5 PTS,2020-21,2,1,1,0.5,1.155,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,3,1.5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Cody Zeller
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ante Zizic
Last 1 MIN <= 5 PTS,2020-21,3,0,3,0.0,0.6383333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2,0.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2020-21,Ivica Zubac
